City,Temperature,Latitude,City_ID,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
dikson,14.29,73.51,66.0,12.0,RU,1558378766.0,85.0,73.51,80.55,20.22,12.15
hermanus,67.39,-34.42,40.0,9.0,ZA,1558378761.0,74.0,-34.42,19.24,55.0,23.78
mataura,57.99,-46.19,96.0,58.0,NZ,1558378772.0,88.0,-46.19,168.86,48.0,1.99
bambous virieux,77.49,-20.34,18.0,75.0,MU,1558378758.0,74.0,-20.34,57.76,78.8,11.41
taolanaro,NAN,NAN,,,,,,,,,
rikitea,77.04,-23.12,28.0,95.0,PF,1558378669.0,76.0,-23.12,-134.97,74.58,12.82
lorengau,82.27,-2.02,450.0,100.0,PG,1558378869.0,89.0,-2.02,147.27,77.46,1.12
cabo san lucas,73.78,22.89,53.0,5.0,MX,1558378605.0,34.0,22.89,-109.91,91.0,11.41
tambura,70.95,5.6,,,,,,,,,
thompson,24.8,55.74,62.0,75.0,CA,1558378765.0,35.0,55.74,-97.86,57.2,3.36
ushuaia,42.8,-54.8,17.0,75.0,AR,1558378606.0,75.0,-54.81,-68.31,44.6,36.91
busselton,69.96,-33.65,21.0,84.0,AU,1558378758.0,63.0,-33.64,115.35,55.0,12.86
sioux lookout,35.28,50.1,437.0,40.0,CA,1558378879.0,44.0,50.1,-91.92,59.0,6.93
chokurdakh,27.21,70.63,179.0,0.0,RU,1558378788.0,89.0,70.62,147.9,7.08,5.99
ketchikan,47.5,55.34,102.0,1.0,US,1558378684.0,76.0,55.34,-131.65,55.4,17.22
cestas,59.47,44.74,,,,,,,,,
avarua,84.2,-21.21,12.0,100.0,CK,1558378756.0,94.0,-21.21,-159.78,71.6,2.24
karratha,81.37,-20.74,,,,,,,,,
coquimbo,64.4,-29.95,197.0,75.0,CL,1558378792.0,59.0,-29.95,-71.34,64.4,5.82
upernavik,20.88,72.79,309.0,0.0,GL,1558378846.0,85.0,72.79,-56.15,29.22,11.59
east london,74.39,-33.02,117.0,20.0,ZA,1558378775.0,72.0,-33.02,27.91,60.8,27.51
cape town,64.2,-33.93,4.0,20.0,ZA,1558378755.0,76.0,-33.93,18.42,55.99,8.05
barentsburg,NAN,NAN,,,,,,,,,
koupela,90.68,12.18,,,,,,,,,
hilo,74.7,19.73,106.0,40.0,US,1558378755.0,69.0,19.71,-155.08,79.0,4.7
iqaluit,23,63.75,136.0,90.0,CA,1558378780.0,86.0,63.75,-68.52,33.8,6.93
yellowknife,17.73,62.46,42.0,75.0,CA,1558378762.0,26.0,62.45,-114.38,55.4,8.05
the valley,84.49,18.22,,,,,,,,,
puerto ayora,81.57,-0.74,44.0,26.0,EC,1558378762.0,86.0,-0.74,-90.35,79.0,5.99
vaini,78.8,-21.2,139.0,0.0,IN,1558378780.0,88.0,15.34,74.49,78.9,1.59
beringovskiy,11.26,63.05,194.0,58.0,RU,1558378791.0,90.0,63.05,179.32,27.42,6.2
codrington,53.02,-38.27,195.0,90.0,AU,1558378791.0,93.0,-28.95,153.24,60.8,5.82
khulo,44.73,41.64,,,,,,,,,
meulaboh,80.24,4.14,430.0,100.0,ID,1558378877.0,81.0,4.14,96.13,81.6,5.88
markova,36.86,48.68,263.0,0.0,RU,1558378835.0,49.0,52.21,104.21,46.4,6.71
tabiauea,NAN,NAN,,,,,,,,,
igarka,35.67,67.47,,,,,,,,,
kapaa,77.14,22.08,103.0,20.0,US,1558378773.0,74.0,22.08,-159.32,80.6,10.29
georgetown,81.16,5.41,140.0,75.0,GY,1558378612.0,83.0,6.8,-58.16,82.4,11.41
katsuura,48.02,35.13,97.0,90.0,JP,1558378772.0,93.0,33.93,134.5,66.2,5.82
butaritari,83.98,3.07,72.0,55.0,KI,1558378767.0,77.0,3.07,172.79,83.94,9.13
walajabad,NAN,NAN,,,,,,,,,
bethel,51.53,41.37,35.0,20.0,US,1558378760.0,71.0,60.79,-161.76,51.8,4.68
yatou,44.31,37.15,,,,,,,,,
cherskiy,13.78,68.75,384.0,100.0,RU,1558378863.0,96.0,68.75,161.3,24.0,7.16
kodiak,41,57.79,50.0,1.0,US,1558378763.0,63.0,39.95,-94.76,53.01,8.05
chuy,65.95,-33.7,120.0,96.0,UY,1558378776.0,91.0,-33.69,-53.46,65.58,13.78
arraial do cabo,71.6,-22.97,125.0,0.0,BR,1558378491.0,78.0,-22.97,-42.02,84.2,4.7
airai,60.13,-8.93,310.0,35.0,TL,1558378846.0,73.0,-8.93,125.41,75.12,7.2
tuatapere,57.99,-46.13,397.0,71.0,NZ,1558378871.0,88.0,-46.13,167.69,48.0,1.99
port elizabeth,62.6,-33.92,47.0,20.0,US,1558378762.0,46.0,39.31,-74.98,93.0,12.75
buzmeyin,53.6,38.05,,,,,,,,,
bonavista,36,48.65,529.0,59.0,CA,1558378895.0,74.0,48.65,-53.11,44.01,15.99
hithadhoo,84.56,-0.6,193.0,100.0,MV,1558378650.0,75.0,-0.6,73.08,84.12,11.3
touros,82.4,-5.2,505.0,52.0,BR,1558378891.0,75.0,-5.2,-35.46,84.12,15.88
haines junction,33.39,60.75,163.0,11.0,CA,1558378785.0,48.0,60.75,-137.51,51.18,7.23
belaya gora,22.91,68.53,,,,,,,,,
ambilobe,73.67,-13.2,87.0,2.0,MG,1558378770.0,92.0,-13.19,49.05,74.76,4.52
bela,82.74,25.93,,,,,,,,,
hobart,49.55,-42.88,216.0,40.0,AU,1558378795.0,66.0,-42.88,147.33,57.99,5.82
santo angelo,73,-28.3,,,,,,,,,
yaring,81.23,6.87,,,,,,,,,
kununurra,77,-15.77,523.0,75.0,AU,1558378894.0,58.0,-15.77,128.74,82.4,6.93
parabel,30.43,58.7,,,,,,,,,
razdolinsk,27.25,58.42,,,,,,,,,
coos bay,56.82,43.37,,,,,,,,,
keshabpur,74.93,22.92,,,,,,,,,
mitsamiouli,83.77,-11.38,,,,,,,,,
waddan,67.15,29.16,,,,,,,,,
carnarvon,75.2,-24.87,225.0,58.0,ZA,1558378797.0,65.0,-30.97,22.13,50.1,14.94
tasiilaq,30.2,65.61,181.0,75.0,GL,1558378788.0,74.0,65.61,-37.64,35.6,12.75
gejiu,52.39,23.31,,,,,,,,,
bismil,48.2,37.85,,,,,,,,,
albany,45.18,42.6,15.0,40.0,US,1558378727.0,45.0,42.65,-73.75,82.4,12.75
rocha,65.37,-34.48,254.0,97.0,UY,1558378828.0,96.0,-34.48,-54.34,61.08,11.3
jahanabad,78.8,25.22,,,,,,,,,
mys shmidta,NAN,NAN,,,,,,,,,
saint-philippe,68.54,-21.36,162.0,75.0,CA,1558378785.0,53.0,45.36,-73.48,75.0,29.97
viedma,62.69,-40.81,526.0,14.0,AR,1558378894.0,41.0,-40.81,-62.99,58.56,10.98
college,40.19,64.86,,,,,,,,,
havelock,62.37,34.88,497.0,1.0,US,1558378595.0,51.0,34.88,-76.9,88.0,12.75
new norfolk,49.08,-42.78,29.0,40.0,AU,1558378759.0,66.0,-42.78,147.06,57.99,5.82
seinajoki,26.31,62.79,,,,,,,,,
leningradskiy,12.81,69.38,251.0,0.0,RU,1558378827.0,80.0,69.38,178.42,22.2,6.38
bengkulu,78.55,-3.8,,,,,,,,,
illoqqortoormiut,NAN,NAN,,,,,,,,,
namatanai,82.02,-3.67,203.0,100.0,PG,1558378793.0,88.0,-3.66,152.44,77.46,5.95
bredasdorp,71.33,-34.53,112.0,0.0,ZA,1558378775.0,62.0,-34.53,20.04,55.0,8.05
sao joao da barra,71.6,-21.64,161.0,40.0,BR,1558378785.0,55.0,-21.64,-41.05,86.0,3.36
necochea,66.99,-38.55,483.0,100.0,AR,1558378887.0,47.0,-38.55,-58.74,59.0,5.99
souillac,77.47,-20.52,389.0,1.0,FR,1558378869.0,59.0,45.6,-0.6,62.6,11.41
amderma,NAN,NAN,,,,,,,,,
punta arenas,48.09,-53.15,27.0,40.0,CL,1558378759.0,61.0,-53.16,-70.91,50.0,46.08
launceston,44.96,-41.45,85.0,40.0,AU,1558378770.0,93.0,-41.43,147.14,55.0,14.99
atuona,82.8,-9.8,5.0,78.0,PF,1558378755.0,76.0,-9.8,-139.03,81.96,16.49
san pedro,81.46,14.35,228.0,100.0,AR,1558378735.0,69.0,-33.68,-59.66,63.0,7.0
nikolskoye,29.14,59.7,86.0,20.0,RU,1558378770.0,56.0,59.7,30.79,69.01,4.47
linhares,74.93,-19.39,,,,,,,,,
henties bay,73,-22.12,446.0,0.0,,1558378880.0,91.0,-22.12,14.28,59.0,5.99
longyearbyen,-5.8,78.22,411.0,75.0,NO,1558378873.0,74.0,78.22,15.63,28.4,5.82
fortuna,55.92,40.6,69.0,20.0,ES,1558378767.0,77.0,38.18,-1.13,69.8,4.7
nizhneyansk,NAN,NAN,,,,,,,,,
nova olimpia,81.66,-14.8,,,,,,,,,
aksha,40.55,50.28,,,,,,,,,
nouadhibou,69.13,20.93,,,,,,,,,
acari,79,-15.43,319.0,100.0,BR,1558378849.0,48.0,-6.44,-36.64,89.34,11.99
manokwari,80.29,-0.87,,,,,,,,,
hualmay,77.05,-11.1,,,,,,,,,
jamestown,45.46,42.1,81.0,84.0,AU,1558378769.0,52.0,-33.21,138.6,54.78,5.86
ribeira grande,62.6,38.52,210.0,40.0,PT,1558378794.0,88.0,38.52,-28.7,66.2,10.29
port alfred,68,-33.59,48.0,67.0,ZA,1558378763.0,69.0,-33.59,26.89,61.0,8.01
talakan,34.65,50.32,,,,,,,,,
quatre cocos,77.54,-20.21,,,,,,,,,
vila franca do campo,57.2,37.72,363.0,40.0,PT,1558378859.0,88.0,37.72,-25.43,66.2,12.75
grand gaube,77.65,-20.01,,,,,,,,,
ancud,53.6,-41.87,248.0,0.0,CL,1558378825.0,70.0,-41.87,-73.83,48.2,9.17
vao,76.19,-22.67,,,,,,,,,
lichtenburg,61.72,-26.15,,,,,,,,,
kaitangata,56.61,-46.28,185.0,16.0,NZ,1558378789.0,67.0,-46.28,169.85,52.0,10.0
kamenskoye,NAN,NAN,,,,,,,,,
marrakesh,64.4,31.63,,,,,,,,,
manggar,80.38,-2.88,,,,,,,,,
bluff,57.99,-46.6,189.0,1.0,AU,1558378790.0,89.0,-23.58,149.07,61.08,11.83
ambovombe,71.92,-25.17,,,,,,,,,
rio gallegos,51.8,-51.62,202.0,0.0,AR,1558378754.0,40.0,-51.62,-69.22,53.6,34.45
ballina,60.96,-28.87,,,,,,,,,
qaanaaq,14.05,77.48,2.0,25.0,GL,1558378755.0,73.0,77.48,-69.36,22.2,2.37
norman wells,28.4,65.28,165.0,75.0,CA,1558378785.0,45.0,65.28,-126.83,66.2,6.93
vaitupu,NAN,NAN,,,,,,,,,
tumannyy,NAN,NAN,,,,,,,,,
owando,74.93,-0.48,,,,,,,,,
inuvik,19.4,68.35,,,,,,,,,
maun,71.6,-19.98,,,,,,,,,
yalkhoy-mokhk,48.2,43.11,,,,,,,,,
kuruman,66.7,-27.45,,,,,,,,,
matay,65.19,28.42,,,,,,,,,
samarai,79.29,-10.62,,,,,,,,,
auki,82.22,-8.77,379.0,83.0,NG,1558378862.0,26.0,12.18,6.51,98.88,6.08
ketou,81.45,7.36,,,,,,,,,
tuktoyaktuk,3.2,69.45,245.0,40.0,CA,1558378823.0,75.0,69.44,-133.03,41.0,19.46
bella vista,64.58,36.43,91.0,62.0,AR,1558378771.0,80.0,-28.51,-59.05,75.66,7.29
inirida,86.95,3.87,,,,,,,,,
narsaq,44.6,60.92,156.0,20.0,GL,1558378784.0,28.0,60.91,-46.05,57.2,9.17
mnogovershinnyy,27.88,53.94,207.0,100.0,RU,1558378793.0,96.0,53.94,139.92,39.12,8.05
hamilton,61,39.18,232.0,90.0,CA,1558378635.0,67.0,43.26,-79.87,59.0,14.99
severo-kurilsk,29.23,50.68,204.0,99.0,RU,1558378793.0,97.0,50.68,156.12,39.66,15.1
miyako,41.11,39.64,,,,,,,,,
sedalia,64.71,38.7,,,,,,,,,
japura,72.84,-0.32,,,,,,,,,
kavieng,83.55,-2.57,173.0,100.0,PG,1558378787.0,75.0,-2.57,150.8,82.86,3.76
alta floresta,77.16,-9.88,,,,,,,,,
paita,81.25,-5.09,129.0,0.0,PE,1558378778.0,290.0,-5.09,-81.11,62.6,17.22
lima,78.8,-12.04,,,,,,,,,
klyuchi,38.61,52.27,,,,,,,,,
palabuhanratu,NAN,NAN,,,,,,,,,
lagos,84.2,6.58,394.0,20.0,NG,1558378870.0,83.0,6.46,3.39,82.4,3.36
karaul,NAN,NAN,,,,,,,,,
matara,76.69,5.95,,,,,,,,,
pisco,73.08,-13.7,56.0,0.0,PE,1558378764.0,30.0,-13.71,-76.2,75.99,11.41
constitucion,60.35,-35.33,14.0,5.0,MX,1558378757.0,4.0,23.99,-104.67,84.2,16.11
san cristobal,93.2,7.77,468.0,75.0,EC,1558378885.0,37.0,-0.39,-78.55,71.6,4.7
bhaderwah,54.9,32.98,,,,,,,,,
laguna,65.61,38.42,,,,,,,,,
solnechnyy,32.99,50.72,,,,,,,,,
hami,54.34,42.8,259.0,0.0,CN,1558378834.0,11.0,42.84,93.51,69.72,6.2
sitka,47.08,57.05,121.0,100.0,US,1558378776.0,98.0,37.17,-99.65,48.99,11.99
kahului,75.29,20.89,,,,,,,,,
castro,60.94,-24.79,11.0,0.0,CL,1558378756.0,70.0,-42.48,-73.76,48.2,9.17
lancaster,54.37,40.25,,,,,,,,,
nara,46.33,34.69,,,,,,,,,
tornio,26.6,65.85,,,,,,,,,
san jose,61.93,37.34,,,,,,,,,
vengerovo,32.43,55.68,,,,,,,,,
antalaha,76.77,-14.9,,,,,,,,,
wonthaggi,52.99,-38.6,,,,,,,,,
colares,57.38,38.8,,,,,,,,,
eldorado,71.2,-23.79,,,,,,,,,
saint george,62.8,37.1,75.0,40.0,GR,1558378768.0,33.0,39.45,22.34,75.2,11.41
toora-khem,31.55,52.47,,,,,,,,,
preston,50.14,53.77,,,,,,,,,
barrow,8.6,71.29,99.0,100.0,AR,1558378772.0,59.0,-38.31,-60.23,59.64,13.38
ayan,30.15,56.45,38.0,76.0,TR,1558378761.0,58.0,40.67,33.6,56.94,0.54
mrirt,NAN,NAN,,,,,,,,,
sorvag,NAN,NAN,,,,,,,,,
verkhnechusovskiye gorodki,36.81,58.17,,,,,,,,,
luderitz,57.2,-26.65,285.0,39.0,,1558378806.0,72.0,-26.65,15.16,62.6,18.34
dalbandin,76.89,28.89,,,,,,,,,
tezu,69.82,27.92,,,,,,,,,
varhaug,44.11,58.61,37.0,0.0,NO,1558378761.0,63.0,58.61,5.65,64.99,8.05
swellendam,71.6,-34.02,,,,,,,,,
saskylakh,0.82,71.92,13.0,0.0,RU,1558378757.0,91.0,71.97,114.09,4.92,2.26
udachnyy,24.8,66.42,182.0,90.0,RU,1558378789.0,48.0,66.42,112.4,39.2,11.18
mongoumba,71.15,3.64,,,,,,,,,
aljezur,62.01,37.32,,,,,,,,,
solsvik,NAN,NAN,,,,,,,,,
sola,80.82,-13.88,,,,,,,,,
palmer,47.19,42.16,,,,,,,,,
mayo,60.84,38.89,,,,,,,,,
rungata,NAN,NAN,,,,,,,,,
sentyabrskiy,NAN,NAN,,,,,,,,,
manga,90.79,11.66,,,,,,,,,
lekhaina,NAN,NAN,,,,,,,,,
talnakh,35.6,69.49,150.0,75.0,RU,1558378783.0,92.0,69.49,88.39,15.8,29.08
la palma,66.65,33.85,,,,,,,,,
victoria,65.12,22.29,434.0,75.0,BN,1558378812.0,88.0,5.28,115.24,80.6,5.21
torbay,36.86,47.67,41.0,75.0,CA,1558378627.0,65.0,47.66,-52.73,48.0,24.16
porbandar,80.2,21.64,,,,,,,,,
neyvo-shaytanskiy,37.38,57.73,,,,,,,,,
kiama,53.02,-34.68,,,,,,,,,
samana,86,19.21,222.0,75.0,EC,1558378796.0,94.0,0.12,-76.97,77.0,4.7
vardo,27.61,70.37,,,,,,,,,
candolim,82.4,15.52,,,,,,,,,
punta alta,71.4,-38.88,,,,,,,,,
sijunjung,73.8,-0.69,,,,,,,,,
fort nelson,35.6,58.81,360.0,20.0,CA,1558378858.0,42.0,58.81,-122.69,68.0,5.82
prince rupert,51.8,54.32,,,,,,,,,
beyla,75.42,8.68,,,,,,,,,
port augusta,50.18,-32.5,,,,,,,,,
salinas,60.8,36.68,,,,,,,,,
